VIN;Автосалон;Марка;Модель;Год выпуска;Пробег;Состояние исходное;Состояние;В основной выборке;Ценовой сегмент;Срок хранения;Срок публикации;Цена продажи факт;% цены к рынку;МЦП;% цены к МЦП;% цены к МЦП исходный;Отклонение от МЦП, ₽;Отклонение от МЦП, % п.п.;Суммарные затраты;% затрат к рынку выбытие;GM1, ₽;GM1, %;GM2, ₽;GM2, %;Категория GM2;Средний пробег рынка;Количество звонков за последнее время;Количество звонков;Статус звонков;Скоринг исходный;Средняя скорость продажи;Оценщик;Менеджер по продажам;Контракт;% затрат к рынку оценка;Собственнику;Подготовка оценка;Цена продажи из оценки (не МЦП);Оценок по VIN;Оценщики все;Менеджеры все;Дублей в выбытиях;Дублей в МЦП;Есть МЦП;Есть оценка;flag_no_publication;flag_zero_calls;flag_calls_no_data;flag_below_market;flag_below_market_90;flag_below_market_80;flag_quick_below_market;flag_below_ocp;flag_below_ocp_95;flag_below_ocp_90;flag_negative_gm2;flag_multiple_evaluations;Риск-балл;Уровень риска;Риск-флаги
XW8AC1NH5GK119925;Avangard Приморский;Skoda;Rapid;2016;357339;Плохое (D);D;True;<1 млн ₽;3.0;0.0;340000.0;52.0;;;;;;289000.0;44.0;51000.0;15.0;33895.0;10.0;Высокая прибыль;220945;;;нет данных;4-;26;Вырышев Максим;Вырышев Максим;Trade-In на новый;47.0;300000.0;20000.0;355556.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;True;False;True;True;True;True;True;False;False;False;False;False;10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней"
XW8ZZZ61ZLG049487;Avangard Приморский;Volkswagen;Polo;2020;132711;Среднее (C);C;True;1–2 млн ₽;13.0;8.0;1272000.0;102.0;;;;;;996966.0;80.0;275034.0;22.0;181962.0;14.3;Высокая прибыль;151265;0.0;0.0;0 звонков;5-;16;Жиганов Василий;Жиганов Василий;Trade-In;82.0;992500.0;20000.0;1125000.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;False;True;False;False;False;False;False;False;False;False;False;False;2;Низкий;0 звонков
Z94K241CAJR053005;Avangard Приморский;Hyundai;Solaris;2017;137100;Среднее (C);C;True;<1 млн ₽;25.0;20.0;983000.0;92.0;;;;;;802581.0;75.0;180419.0;18.0;94890.0;9.7;Высокая прибыль;160280;5.0;6.0;звонки были;4;24;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;77.0;770000.0;20000.0;929000.0;1;Тронягин Кирилл;Тронягин Кирилл;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
XWEJ3813DK0000854;Avangard Приморский;Hyundai;Tucson;2018;137391;Хорошее (B);B;True;2–3 млн ₽;20.0;15.0;2011000.0;86.0;;;;;;1737874.0;74.0;273126.0;14.0;149086.0;7.4;Высокая прибыль;85836;6.0;8.0;звонки были;4-;27;Параничев Андрей;Параничев Андрей;Trade-In на новый;81.0;1708000.0;20000.0;1920000.0;1;Параничев Андрей;Параничев Андрей;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
SALLMAMH4CA385968;Avangard Приморский;Land Rover;Range Rover;2012;179699;Среднее (C);C;True;2–3 млн ₽;29.0;23.0;2238000.0;92.0;;;;;;1622600.0;67.0;615400.0;27.0;368498.0;16.5;Высокая прибыль;232857;10.0;26.0;звонки были;2;64;Симаньков Артем;Симаньков Артем;Trade-In на новый;81.0;1990600.0;20000.0;2234000.0;1;Симаньков Артем;Симаньков Артем;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
LGWFF7A58NJ640865;Avangard Приморский;Tank;300;2022;58650;Хорошее (B);B;True;3–5 млн ₽;43.0;43.0;3200000.0;96.0;;;;;;14500.0;0.0;;;;;;47710;0.0;1.0;звонки были;4;23;Тронягин Кирилл;Битюцких Дмитрий;Комиссия;0.0;3210000.0;20000.0;3280000.0;1;Тронягин Кирилл;Битюцких Дмитрий;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
XW8AC6NE9FH009877;Avangard Приморский;Skoda;Octavia;2014;257144;Плохое (D);D;True;<1 млн ₽;4.0;0.0;770000.0;84.0;;;;;;675390.0;74.0;94610.0;12.0;64164.0;8.3;Высокая прибыль;223004;;;нет данных;4;25;Жиганов Василий;Жиганов Василий;Trade-In;86.0;750000.0;20000.0;855556.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;True;False;True;True;True;False;True;False;False;False;False;False;8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней"
KMHBU51BP7U720616;Avangard Приморский;Hyundai;Getz;2007;173885;Плохое (D);D;True;<1 млн ₽;5.0;0.0;210000.0;39.0;214285.7142857143;98.0;98.0;-4285.71428571429;-2.0;156966.0;29.0;53034.0;25.0;35710.0;17.0;Высокая прибыль;174507;;;нет данных;3-;20;Жиганов Василий;Жиганов Василий;Trade-In на новый;63.0;300000.0;20000.0;355556.0;1;Жиганов Василий;Жиганов Василий;1;1;True;True;True;False;True;True;True;True;True;True;False;False;False;False;13;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней; ниже МЦП"
KNEDE221266174235;Avangard Приморский;Kia;Rio;2006;251308;Плохое (D);D;True;<1 млн ₽;56.0;0.0;195000.0;57.0;;;;;;159000.0;46.0;36000.0;18.0;18941.0;9.7;Высокая прибыль;229941;;;нет данных;1;;Вырышев Максим;Вырышев Максим;Trade-In на новый;47.0;160000.0;20000.0;200000.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;True;False;True;True;True;True;True;False;False;False;False;False;10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней"
XZGEF04A2NA617068;Avangard Приморский;Haval;F7x;2022;70735;Среднее (C);C;True;1–2 млн ₽;12.0;8.0;1650000.0;89.0;;;;;;1392450.0;75.0;257550.0;16.0;165181.0;10.0;Высокая прибыль;66843;0.0;0.0;0 звонков;1;;Вырышев Максим;Вырышев Максим;Trade-In на новый;70.0;1350000.0;20000.0;1522222.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;True;False;True;True;False;False;False;False;False;False;False;5;Средний;"0 звонков; ниже рынка; ниже 90% рынка"
Z8NTANZ51BS003568;Avangard Приморский;Nissan;Murano;2011;194620;Плохое (D);D;True;<1 млн ₽;3.0;0.0;990000.0;103.0;;;;;;655390.0;68.0;334610.0;34.0;233367.0;23.6;Высокая прибыль;224088;;;нет данных;3-;24;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;68.0;800000.0;20000.0;927000.0;1;Тронягин Кирилл;Тронягин Кирилл;1;1;False;True;True;False;True;False;False;False;False;False;False;False;False;False;3;Средний;"без публикации; нет данных по звонкам"
LGWFFVA70PH939671;Avangard Приморский;Wey;Coffee 01;2023;25655;Хорошее (B);B;True;3–5 млн ₽;14.0;9.0;3274000.0;97.0;;;;;;2559138.0;76.0;714862.0;22.0;468131.0;14.3;Высокая прибыль;22931;1.0;1.0;звонки были;;;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
Z94PF814BNR015010;Avangard Приморский;Hyundai;Creta;2021;57300;Хорошее (B);B;True;2–3 млн ₽;14.0;11.0;2182000.0;101.0;;;;;;1809966.0;84.0;372034.0;17.0;237374.0;10.9;Высокая прибыль;75324;1.0;4.0;звонки были;5-;14;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;86.0;1800000.0;20000.0;1966667.0;1;Тронягин Кирилл;Тронягин Кирилл;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
RUMKEEWLA04108274;Avangard Приморский;Mazda;CX-5;2022;49880;Хорошее (B);B;True;3–5 млн ₽;9.0;2.0;3640000.0;105.0;;;;;;2988390.0;87.0;651610.0;18.0;442163.0;12.1;Высокая прибыль;75460;6.0;6.0;звонки были;4-;10;Параничев Андрей;Параничев Андрей;Trade-In на новый;87.0;3000000.0;20000.0;3355556.0;1;Параничев Андрей;Параничев Андрей;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
Z8TXTGF2WKM033658;Avangard Приморский;Mitsubishi;Outlander;2019;93655;Среднее (C);C;True;1–2 млн ₽;29.0;21.0;1912000.0;84.0;;;;;;1682900.0;74.0;229100.0;12.0;94962.0;5.0;Средняя прибыль;127258;8.0;15.0;звонки были;4-;23;Вырышев Максим;Вырышев Максим;Trade-In на новый;81.0;1808800.0;20000.0;2032000.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
XW8AC4NH1MK118316;Avangard Приморский;Skoda;Rapid;2021;88410;Хорошее (B);B;True;1–2 млн ₽;23.0;19.0;1570000.0;101.0;;;;;;1247490.0;80.0;322510.0;21.0;196672.0;12.5;Высокая прибыль;126277;3.0;5.0;звонки были;4+;22;Параничев Андрей;Параничев Андрей;Trade-In на новый;81.0;1230000.0;20000.0;1388889.0;1;Параничев Андрей;Параничев Андрей;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
KMHST81CDEU275047;Avangard Приморский;Hyundai;Santa Fe;2013;182853;Среднее (C);C;True;1–2 млн ₽;49.0;36.0;1496000.0;87.0;;;;;;1224970.0;71.0;271030.0;18.0;126413.0;8.5;Высокая прибыль;187237;1.0;3.0;звонки были;3+;19;Бойцов Иван;Бойцов Иван;Trade-In на новый;77.0;1300000.0;20000.0;1466667.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
X9FKXXEEBKDJ79139;Avangard Приморский;Ford;Focus;2013;189725;Среднее (C);C;True;<1 млн ₽;38.0;34.0;685000.0;91.0;;;;;;540089.0;72.0;144911.0;21.0;71956.0;10.5;Высокая прибыль;203752;2.0;2.0;звонки были;4-;38;Бойцов Иван;Бойцов Иван;Trade-In на БУ;74.0;500000.0;20000.0;577778.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
VF7NX5FEADY551906;Avangard Приморский;Citroen;DS4;2013;226806;Плохое (D);D;True;<1 млн ₽;1.0;0.0;360000.0;48.0;;;;;;300000.0;40.0;60000.0;17.0;42036.0;11.7;Высокая прибыль;176462;;;нет данных;3;19;Вырышев Максим;Вырышев Максим;Trade-In на новый;50.0;400000.0;20000.0;466667.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;True;False;True;True;True;True;True;False;False;False;False;False;10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней"
WBAUA11070VP61675;Avangard Приморский;BMW;1 серии;2010;228229;Плохое (D);D;True;<1 млн ₽;4.0;0.0;608000.0;79.0;;;;;;255390.0;33.0;352610.0;58.0;246544.0;40.6;Высокая прибыль;204738;;;нет данных;3-;29;Бойцов Иван;Бойцов Иван;Trade-In на новый;73.0;500000.0;20000.0;577778.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;True;False;True;True;True;True;True;False;False;False;False;False;10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней"
JHMFD15207S221328;Avangard Приморский;Honda;Civic;2007;235035;Плохое (D);D;True;<1 млн ₽;4.0;0.0;486000.0;85.0;;;;;;209000.0;37.0;277000.0;57.0;192865.0;39.7;Высокая прибыль;279015;;;нет данных;3+;39;Параничев Андрей;Параничев Андрей;Trade-In на новый;71.0;352600.0;5000.0;447000.0;1;Параничев Андрей;Параничев Андрей;1;1;False;True;True;False;True;True;True;False;True;False;False;False;False;False;8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней"
Z94CT41CBFR331598;Avangard Приморский;Hyundai;Solaris;2014;176000;Плохое (D);D;True;<1 млн ₽;5.0;0.0;689000.0;79.0;;;;;;458470.0;53.0;230530.0;33.0;159472.0;23.1;Высокая прибыль;170080;;;нет данных;3;41;Жиганов Василий;Жиганов Василий;Trade-In;75.0;625000.0;20000.0;716667.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;True;False;True;True;True;True;True;False;False;False;False;False;10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней"
JTJBERBZ202066318;Avangard Приморский;Lexus;NX;2020;53152;Хорошее (B);B;True;2–3 млн ₽;6.0;0.0;2910000.0;76.0;3383720.9302325584;86.0;86.0;-473720.9302325584;-14.0;2709000.0;71.0;201000.0;7.0;130964.0;4.5;Низкая прибыль;93782;;;нет данных;3;14;Бойцов Иван;Бойцов Иван;Trade-In на новый;75.0;2800000.0;20000.0;3133333.0;1;Бойцов Иван;Бойцов Иван;1;1;True;True;True;False;True;True;True;True;True;True;True;True;False;False;15;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней; ниже МЦП; ниже 95% МЦП; ниже 90% МЦП"
Y4K8622ZXRB903821;Avangard Приморский;Geely;Coolray;2024;44160;Среднее (C);C;True;1–2 млн ₽;27.0;23.0;1846000.0;99.0;;;;;;1667490.0;89.0;178510.0;10.0;80903.0;4.4;Низкая прибыль;36015;0.0;3.0;звонки были;5-;17;Бойцов Иван;Бойцов Иван;Trade-In на новый;81.0;1721500.0;20000.0;1935000.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
Z94K241BBKR079511;Avangard Приморский;Hyundai;Solaris;2018;122240;Хорошее (B);B;True;1–2 млн ₽;18.0;12.0;1065000.0;100.0;;;;;;824391.0;78.0;240609.0;23.0;148650.0;14.0;Высокая прибыль;248907;1.0;1.0;звонки были;4+;22;Параничев Андрей;Параничев Андрей;Trade-In на новый;83.0;823720.0;20000.0;948000.0;1;Параничев Андрей;Параничев Андрей;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
XTAGFK120LY373863;Avangard Приморский;Lada (ВАЗ);Vesta;2019;104718;Плохое (D);D;True;<1 млн ₽;0.0;0.0;650000.0;82.0;;;;;;609000.0;77.0;41000.0;6.0;27337.0;4.2;Низкая прибыль;142484;;;нет данных;3+;40;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;69.0;650000.0;20000.0;819000.0;1;Тронягин Кирилл;Тронягин Кирилл;1;1;False;True;True;False;True;True;True;False;True;False;False;False;False;False;8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней"
